Gene	Base_Score	Split_Score	Gini_Score	Cutoff_Age	Count	P_Value	P_Adj	Up_Down
Gm17205	0.2356	0.21727272727272726	0.018327272727272748	28.0	19	0.2623885	0.6335974588174275	Down
Thap6	0.2356	0.21727272727272726	0.018327272727272748	28.0	19	0.2623885	0.6335974588174275	Down
Scrt1	0.2356	0.21727272727272726	0.018327272727272748	28.0	19	0.2623885	0.6335974588174275	Down
Ncapg2	0.2356	0.21756097560975607	0.018039024390243935	37.5	19	0.2623885	0.6335974588174275	Up
Masp1	0.2356	0.21756097560975607	0.018039024390243935	37.5	19	0.2623885	0.6335974588174275	Up
Zfp9	0.2356	0.21756097560975607	0.018039024390243935	37.5	31	0.2629825	0.6346368064482688	Down
Nr2c2	0.2356	0.21756097560975607	0.018039024390243935	37.5	31	0.2629825	0.6346368064482688	Down
Tc2n	0.2356	0.21756097560975607	0.018039024390243935	37.5	31	0.2629825	0.6346368064482688	Down
Slc15a2	0.24840000000000004	0.22956521739130437	0.01883478260869567	26.5	23	0.2643795	0.6371444518495557	Up
Gtf3a	0.2304	0.21304812834224598	0.01735187165775401	30.5	18	0.26466750000000006	0.6371444518495557	Down
Uck1	0.2484	0.2288	0.019600000000000006	25.5	27	0.2648975	0.6371444518495557	Down
Ybey	0.24840000000000004	0.2288	0.019600000000000034	25.5	23	0.2643795	0.6371444518495557	Down
Gm15446	0.2484	0.2288	0.019600000000000006	25.5	27	0.2648975	0.6371444518495557	Down
Slc7a4	0.24840000000000004	0.2288	0.019600000000000034	25.5	23	0.2643795	0.6371444518495557	Down
Smim18	0.2484	0.2288	0.019600000000000006	25.5	27	0.2648975	0.6371444518495557	Down
Hspa2	0.2304	0.21304812834224598	0.01735187165775401	30.5	18	0.26466750000000006	0.6371444518495557	Down
Icam1	0.2484	0.2288	0.019600000000000006	25.5	27	0.2648975	0.6371444518495557	Down
Zfp26	0.2304	0.21304812834224598	0.01735187165775401	30.5	18	0.26466750000000006	0.6371444518495557	Down
Thoc6	0.2304	0.21304812834224598	0.01735187165775401	30.5	18	0.26466750000000006	0.6371444518495557	Down
Igip	0.2484	0.2288	0.019600000000000006	25.5	27	0.2648975	0.6371444518495557	Down
Dele1	0.2484	0.2288	0.019600000000000006	25.5	27	0.2648975	0.6371444518495557	Down
Uxs1	0.2304	0.21304812834224598	0.01735187165775401	30.5	18	0.26466750000000006	0.6371444518495557	Down
Cc2d1a	0.2484	0.2288	0.019600000000000006	25.5	27	0.2648975	0.6371444518495557	Down
Lypd6b	0.2304	0.21304812834224598	0.01735187165775401	30.5	18	0.26466750000000006	0.6371444518495557	Down
Gba2	0.1824	0.16857142857142854	0.013828571428571468	33.0	38	0.26591149999999997	0.6393191382978723	Down
Rhog	0.1824	0.16857142857142854	0.013828571428571468	33.0	12	0.26587950000000005	0.6393191382978723	Up
Fam169b	0.1716	0.15768115942028985	0.013918840579710157	26.5	11	0.26658950000000003	0.6406845324179229	Up
Gm6733	0.1716	0.15768115942028985	0.013918840579710157	26.5	11	0.26658950000000003	0.6406845324179229	Up
Lin28b	0.1476	0.13736842105263158	0.010231578947368425	35.0	9	0.2707275	0.6456225269246518	Down
Gm9774	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	13	0.2707275	0.6456225269246518	Up
Actr8	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
2410004B18Rik	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Fam98c	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Gm9142	0.1476	0.13736842105263158	0.010231578947368425	35.0	9	0.2707275	0.6456225269246518	Down
Slc25a10	0.21000000000000002	0.19285714285714284	0.017142857142857182	17.5	35	0.2705255	0.6456225269246518	Down
Jak3	0.1476	0.13736842105263158	0.010231578947368425	35.0	9	0.2707275	0.6456225269246518	Down
Ubald1	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Rdh13	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Gm12732	0.1476	0.13736842105263158	0.010231578947368425	35.0	9	0.2707275	0.6456225269246518	Down
Slc43a3	0.1476	0.13736842105263158	0.010231578947368425	18.5	9	0.2707275	0.6456225269246518	Up
Lmo4	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Hdac5	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Mtfr2	0.1476	0.13633333333333333	0.011266666666666675	29.5	9	0.2707275	0.6456225269246518	Down
Olfr117	0.1476	0.13736842105263158	0.010231578947368425	18.5	9	0.2707275	0.6456225269246518	Up
Gm48106	0.1476	0.13633333333333333	0.011266666666666675	22.5	9	0.2707275	0.6456225269246518	Up
Aaed1	0.21000000000000002	0.19285714285714284	0.017142857142857182	17.5	35	0.2705255	0.6456225269246518	Down
March8	0.21000000000000002	0.19285714285714284	0.017142857142857182	42.0	35	0.2705255	0.6456225269246518	Up
Hmga1b	0.1476	0.13736842105263158	0.010231578947368425	35.0	9	0.2707275	0.6456225269246518	Down
Rtf1	0.21000000000000002	0.19285714285714284	0.017142857142857182	42.0	35	0.2705255	0.6456225269246518	Up
Clk2	0.2484	0.22956521739130437	0.018834782608695644	26.5	27	0.26982150000000005	0.6456225269246518	Down
Mup-ps16	0.1476	0.13736842105263158	0.010231578947368425	35.0	9	0.2707275	0.6456225269246518	Down
Rps15-ps2	0.1476	0.13736842105263158	0.010231578947368425	18.5	9	0.2707275	0.6456225269246518	Up
Vmn1r65	0.1476	0.13736842105263158	0.010231578947368425	18.5	9	0.2707275	0.6456225269246518	Up
Fam120b	0.21000000000000002	0.19285714285714284	0.017142857142857182	42.0	35	0.2705255	0.6456225269246518	Up
Gm17709	0.1476	0.13633333333333333	0.011266666666666675	29.5	9	0.2707275	0.6456225269246518	Down
Lrp1	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Tom1l2	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Ncstn	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Skida1	0.1476	0.13633333333333333	0.011266666666666675	29.5	9	0.2707275	0.6456225269246518	Down
Zfp976	0.1476	0.13736842105263158	0.010231578947368425	18.5	9	0.2707275	0.6456225269246518	Up
Mpi	0.21000000000000002	0.19285714285714284	0.017142857142857182	17.5	35	0.2705255	0.6456225269246518	Down
Mrpl32	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Efna2	0.1476	0.13736842105263158	0.010231578947368425	35.0	9	0.2707275	0.6456225269246518	Down
Snd1	0.21000000000000002	0.19285714285714284	0.017142857142857182	42.0	35	0.2705255	0.6456225269246518	Up
Spag7	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Ankrd10	0.21000000000000002	0.19285714285714284	0.017142857142857182	42.0	35	0.2705255	0.6456225269246518	Up
Ankrd54	0.21	0.19285714285714284	0.017142857142857154	17.5	15	0.2704115	0.6456225269246518	Up
Crbn	0.19240000000000002	0.17772495755517828	0.014675042444821734	21.0	37	0.27091849999999995	0.6456225269246518	Down
Gm7935	0.1476	0.13633333333333333	0.011266666666666675	22.5	9	0.2707275	0.6456225269246518	Up
Ext1	0.2304	0.21307568438003222	0.01732431561996778	26.5	18	0.2713945	0.6466244801432958	Down
Gm2736	0.2244	0.20609523809523808	0.018304761904761907	31.5	17	0.2722065	0.6471101362339516	Down
Trmt6	0.2496	0.23	0.01959999999999998	19.5	24	0.27279050000000005	0.6471101362339516	Down
Thada	0.24	0.22168021680216804	0.01831978319783195	37.5	30	0.2727345	0.6471101362339516	Up
Mvk	0.2244	0.20609523809523808	0.018304761904761907	31.5	17	0.2722065	0.6471101362339516	Down
Gm7666	0.17159999999999997	0.15771428571428575	0.013885714285714224	31.5	39	0.2727725	0.6471101362339516	Down
Gm29516	0.1716	0.1577142857142857	0.013885714285714307	31.5	11	0.27277549999999995	0.6471101362339516	Up
Rab35	0.24	0.22168021680216804	0.01831978319783195	37.5	30	0.2727345	0.6471101362339516	Up
Zhx2	0.1716	0.1577142857142857	0.013885714285714307	31.5	11	0.27277549999999995	0.6471101362339516	Up
Stam	0.17159999999999997	0.15771428571428575	0.013885714285714224	31.5	39	0.2727725	0.6471101362339516	Down
Dop1b	0.17159999999999997	0.15771428571428575	0.013885714285714224	31.5	39	0.2727725	0.6471101362339516	Down
Lsm2	0.2496	0.23	0.01959999999999998	19.5	24	0.27279050000000005	0.6471101362339516	Down
Ppp2cb	0.2244	0.20609523809523808	0.018304761904761907	31.5	33	0.2726305	0.6471101362339516	Up
Prkab2	0.2496	0.23	0.01959999999999998	19.5	24	0.27279050000000005	0.6471101362339516	Down
Mep1b	0.24	0.22168021680216804	0.01831978319783195	37.5	30	0.2727345	0.6471101362339516	Up
Helq	0.2496	0.23	0.01959999999999998	19.5	24	0.27279050000000005	0.6471101362339516	Down
Efcc1	0.24	0.22168021680216807	0.018319783197831924	37.5	20	0.27227049999999997	0.6471101362339516	Down
Zfp365	0.2304	0.21307568438003222	0.01732431561996778	26.5	32	0.2718195	0.6471101362339516	Up
Gpr89	0.24	0.22168021680216804	0.01831978319783195	37.5	30	0.2727345	0.6471101362339516	Up
Tapbpl	0.17159999999999997	0.15771428571428575	0.013885714285714224	31.5	39	0.2727725	0.6471101362339516	Down
Bcl9l	0.24	0.22168021680216807	0.018319783197831924	37.5	20	0.27227049999999997	0.6471101362339516	Down
Adrb1	0.2496	0.23	0.01959999999999998	36.5	26	0.27282150000000005	0.6471101362339516	Up
Eif5a2	0.24	0.22168021680216804	0.01831978319783195	37.5	30	0.2727345	0.6471101362339516	Up
Gm16297	0.12040000000000001	0.11030303030303029	0.010096969696969715	30.5	7	0.27357450000000005	0.6481037259312031	Down
Gm13870	0.12040000000000001	0.11030303030303029	0.010096969696969715	30.5	7	0.27357450000000005	0.6481037259312031	Down
Uhrf1	0.12040000000000001	0.11030303030303029	0.010096969696969715	30.5	7	0.27357450000000005	0.6481037259312031	Down
Dhx34	0.12040000000000001	0.11030303030303029	0.010096969696969715	30.5	7	0.27357450000000005	0.6481037259312031	Down
Gm8181	0.12040000000000001	0.11030303030303029	0.010096969696969715	30.5	7	0.27357450000000005	0.6481037259312031	Down
Gm8213	0.12040000000000001	0.11030303030303029	0.010096969696969715	30.5	7	0.27357450000000005	0.6481037259312031	Down
Rida	0.2436	0.22333333333333333	0.020266666666666683	35.0	21	0.2759315	0.653155730831808	Down
Foxr1	0.2436	0.22333333333333333	0.020266666666666683	18.5	21	0.2759315	0.653155730831808	Up
Slc38a10	0.2436	0.22333333333333333	0.020266666666666683	35.0	21	0.2759315	0.653155730831808	Down
Heatr6	0.2436	0.22333333333333333	0.020266666666666683	35.0	21	0.2759315	0.653155730831808	Down
Pold4	0.2436	0.22333333333333333	0.020266666666666683	18.5	29	0.27704549999999994	0.6547274262944162	Down
Gm14443	0.2436	0.22333333333333333	0.020266666666666683	18.5	29	0.27704549999999994	0.6547274262944162	Down
Clvs2	0.2436	0.22333333333333333	0.020266666666666683	18.5	29	0.27704549999999994	0.6547274262944162	Down
Fam207a	0.2436	0.22333333333333333	0.020266666666666683	18.5	29	0.27704549999999994	0.6547274262944162	Down
Trpt1	0.2436	0.22333333333333333	0.020266666666666683	18.5	29	0.27704549999999994	0.6547274262944162	Down
Esf1	0.2436	0.22333333333333333	0.020266666666666683	18.5	29	0.27704549999999994	0.6547274262944162	Down
Mrps18b	0.2436	0.22333333333333333	0.020266666666666683	18.5	29	0.27704549999999994	0.6547274262944162	Down
Fbxo25	0.2436	0.22333333333333333	0.020266666666666683	18.5	29	0.27704549999999994	0.6547274262944162	Down
Fbxl2	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Tjp1	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Tchp	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Fam177a	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Pdcd2l	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Coq6	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Rab11fip4	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Cfap298	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Mrrf	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Ctu2	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Stam2	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Nabp1	0.2484	0.22972222222222222	0.018677777777777793	19.5	27	0.2780465	0.6554958909256633	Down
Zfp566	0.1716	0.15809847198641766	0.013501528013582342	21.0	11	0.2797115	0.6586207057454987	Down
Gm4824	0.17159999999999997	0.15809847198641766	0.013501528013582315	21.0	39	0.27966349999999995	0.6586207057454987	Up
Tshz1	0.1716	0.15809847198641766	0.013501528013582342	21.0	11	0.2797115	0.6586207057454987	Down
2310039H08Rik	0.1716	0.15809847198641766	0.013501528013582342	21.0	11	0.2797115	0.6586207057454987	Down
Zfp606	0.1716	0.15809847198641766	0.013501528013582342	21.0	11	0.2797115	0.6586207057454987	Down
Aff1	0.1716	0.15809847198641766	0.013501528013582342	21.0	11	0.2797115	0.6586207057454987	Down
Rwdd2b	0.24640000000000004	0.2280952380952381	0.018304761904761935	17.5	22	0.2874525	0.6591851577764752	Down
Olfr943	0.1344	0.12491228070175438	0.009487719298245614	35.0	8	0.2891865	0.6591851577764752	Up
Tmem128	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
Bdh2	0.1824	0.16933333333333334	0.013066666666666671	29.5	12	0.2832445	0.6591851577764752	Down
Myo5c	0.1344	0.12491228070175438	0.009487719298245614	35.0	8	0.2891865	0.6591851577764752	Up
Gm45871	0.24840000000000004	0.23008210180623975	0.018317898193760285	23.5	23	0.28569449999999996	0.6591851577764752	Down
Maf1	0.21000000000000002	0.19358974358974357	0.016410256410256452	24.5	35	0.28407550000000004	0.6591851577764752	Down
Nynrin	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Gatb	0.2244	0.20733333333333334	0.017066666666666647	22.5	17	0.2852405	0.6591851577764752	Down
Ano10	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
Clpx	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
AC163634.1	0.19240000000000002	0.17800000000000005	0.014399999999999968	36.5	13	0.2831945	0.6591851577764752	Up
Hs6st1	0.21000000000000002	0.19358974358974357	0.016410256410256452	24.5	35	0.28407550000000004	0.6591851577764752	Down
Panx1	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Pitpnc1	0.1824	0.16933333333333334	0.013066666666666671	22.5	38	0.2829655	0.6591851577764752	Down
Eya1	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Pih1d1	0.2496	0.2300952380952381	0.019504761904761886	31.5	24	0.28080150000000004	0.6591851577764752	Down
Exoc4	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
Tmem141	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
Clic4	0.24640000000000004	0.2280952380952381	0.018304761904761935	17.5	22	0.2874525	0.6591851577764752	Down
Zfp273	0.19240000000000002	0.17800000000000005	0.014399999999999968	36.5	13	0.2831945	0.6591851577764752	Up
Dxo	0.24840000000000004	0.23008210180623975	0.018317898193760285	23.5	23	0.28569449999999996	0.6591851577764752	Down
Tfdp1	0.2304	0.21350000000000002	0.01689999999999997	36.5	32	0.2898625	0.6591851577764752	Up
Gm8210	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Mturn	0.2496	0.23009523809523805	0.01950476190476194	31.5	26	0.2806875	0.6591851577764752	Up
Sh3gl3	0.1824	0.16933333333333334	0.013066666666666671	29.5	12	0.2832445	0.6591851577764752	Down
Abraxas2	0.1824	0.16933333333333334	0.013066666666666671	22.5	38	0.2829655	0.6591851577764752	Down
Telo2	0.2244	0.20733333333333334	0.017066666666666647	29.5	33	0.28574350000000004	0.6591851577764752	Down
Cnot9	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Gm49028	0.19240000000000002	0.17800000000000005	0.014399999999999968	36.5	13	0.2831945	0.6591851577764752	Up
Tdp2	0.2304	0.21350000000000002	0.01689999999999997	36.5	32	0.2898625	0.6591851577764752	Up
Mtmr2	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Pex16	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
Grtp1	0.2304	0.213446519524618	0.016953480475382005	21.0	18	0.2897735	0.6591851577764752	Down
Gm10762	0.19240000000000002	0.17800000000000005	0.014399999999999968	36.5	13	0.2831945	0.6591851577764752	Up
Zfp330	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Gm10257	0.19240000000000002	0.17800000000000005	0.014399999999999968	36.5	13	0.2831945	0.6591851577764752	Up
Zfp715	0.24640000000000004	0.2280952380952381	0.018304761904761935	17.5	22	0.2874525	0.6591851577764752	Down
Ercc4	0.2304	0.21333333333333335	0.017066666666666647	29.5	18	0.2835405	0.6591851577764752	Down
Gm10160	0.24640000000000004	0.2280952380952381	0.018304761904761935	17.5	22	0.2874525	0.6591851577764752	Down
Git1	0.1824	0.16933333333333334	0.013066666666666671	22.5	38	0.2829655	0.6591851577764752	Down
Myh9	0.24640000000000004	0.2280952380952381	0.018304761904761935	42.0	22	0.2874525	0.6591851577764752	Up
Pias1	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Map2k5	0.2244	0.20733333333333334	0.017066666666666647	29.5	33	0.28574350000000004	0.6591851577764752	Down
Gm47924	0.2244	0.20733333333333334	0.017066666666666647	22.5	17	0.2852405	0.6591851577764752	Down
Etaa1	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Tk2	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
Aloxe3	0.12040000000000001	0.11110356536502547	0.009296434634974537	21.0	7	0.28772949999999997	0.6591851577764752	Down
Hemk1	0.2304	0.213446519524618	0.016953480475382005	21.0	18	0.2897735	0.6591851577764752	Down
Map4k5	0.2304	0.21333333333333335	0.017066666666666647	29.5	18	0.2835405	0.6591851577764752	Down
Hddc2	0.2304	0.213446519524618	0.016953480475382005	21.0	18	0.2897735	0.6591851577764752	Down
Gm10040	0.24640000000000004	0.2275	0.018900000000000028	17.5	22	0.2874525	0.6591851577764752	Up
Duxbl1	0.12040000000000001	0.11110356536502547	0.009296434634974537	21.0	7	0.28772949999999997	0.6591851577764752	Down
Gm48165	0.12040000000000001	0.11040000000000001	0.009999999999999995	25.5	7	0.28772949999999997	0.6591851577764752	Down
Mapk8ip1	0.1824	0.16933333333333334	0.013066666666666671	22.5	38	0.2829655	0.6591851577764752	Down
D2hgdh	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Scrn2	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Zfp143	0.1824	0.16933333333333334	0.013066666666666671	29.5	12	0.2832445	0.6591851577764752	Down
Ighmbp2	0.12040000000000001	0.11110356536502547	0.009296434634974537	21.0	7	0.28772949999999997	0.6591851577764752	Down
Tmem196	0.24640000000000004	0.2280952380952381	0.018304761904761935	17.5	22	0.2874525	0.6591851577764752	Down
Rad54l	0.24640000000000004	0.2280952380952381	0.018304761904761935	42.0	22	0.2874525	0.6591851577764752	Up
Mospd2	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Fam213a	0.1824	0.16933333333333334	0.013066666666666671	22.5	38	0.2829655	0.6591851577764752	Down
2610001J05Rik	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
Trp53	0.24640000000000004	0.2280952380952381	0.018304761904761935	17.5	22	0.2874525	0.6591851577764752	Down
Lig4	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Kat2b	0.24640000000000004	0.2280952380952381	0.018304761904761935	17.5	22	0.2874525	0.6591851577764752	Down
2610301B20Rik	0.2304	0.21350000000000002	0.01689999999999997	36.5	32	0.2898625	0.6591851577764752	Up
Fam208b	0.2436	0.22399999999999998	0.019600000000000034	36.5	29	0.2873745	0.6591851577764752	Down
Ccdc126	0.24840000000000004	0.23008210180623975	0.018317898193760285	23.5	23	0.28569449999999996	0.6591851577764752	Down
Flt3l	0.12040000000000001	0.11040000000000001	0.009999999999999995	25.5	7	0.28772949999999997	0.6591851577764752	Down
Zbtb38	0.1824	0.16933333333333334	0.013066666666666671	22.5	38	0.2829655	0.6591851577764752	Down
Gm3375	0.1824	0.16933333333333334	0.013066666666666671	22.5	38	0.2829655	0.6591851577764752	Down
Anapc10	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
Dnah7a	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Wwp2	0.24840000000000004	0.23008210180623975	0.018317898193760285	23.5	23	0.28569449999999996	0.6591851577764752	Down
Gm19001	0.19240000000000002	0.17800000000000005	0.014399999999999968	36.5	13	0.2831945	0.6591851577764752	Up
Trps1	0.2304	0.21350000000000002	0.01689999999999997	36.5	32	0.2898625	0.6591851577764752	Up
Cbfb	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Fam241b	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Fech	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Twnk	0.2304	0.21333333333333335	0.017066666666666647	29.5	18	0.2835405	0.6591851577764752	Down
Gm2123	0.12040000000000001	0.11040000000000001	0.009999999999999995	25.5	7	0.28772949999999997	0.6591851577764752	Down
Psmb11	0.2244	0.20733333333333334	0.017066666666666647	22.5	17	0.2852405	0.6591851577764752	Down
Cdo1	0.2304	0.213446519524618	0.016953480475382005	21.0	18	0.2897735	0.6591851577764752	Down
Zfp114	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Spink10	0.2304	0.21350000000000002	0.01689999999999997	36.5	32	0.2898625	0.6591851577764752	Up
Spr	0.2304	0.21333333333333335	0.017066666666666647	29.5	18	0.2835405	0.6591851577764752	Down
Mpdz	0.24640000000000004	0.2280952380952381	0.018304761904761935	17.5	22	0.2874525	0.6591851577764752	Down
Gm6913	0.2304	0.21333333333333335	0.017066666666666647	22.5	18	0.2835405	0.6591851577764752	Up
Ptdss2	0.21000000000000002	0.19358974358974357	0.016410256410256452	24.5	35	0.28407550000000004	0.6591851577764752	Down
Kiz	0.24840000000000004	0.23008210180623975	0.018317898193760285	23.5	23	0.28569449999999996	0.6591851577764752	Down
Fam57a	0.19240000000000002	0.17800000000000005	0.014399999999999968	36.5	13	0.2831945	0.6591851577764752	Up
Nol11	0.2304	0.21333333333333332	0.017066666666666674	22.5	32	0.2836915	0.6591851577764752	Down
Nexmif	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Zfp119b	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Ccny	0.2304	0.21350000000000002	0.01689999999999997	36.5	32	0.2898625	0.6591851577764752	Up
Kdelc1	0.24640000000000004	0.2280952380952381	0.018304761904761935	17.5	22	0.2874525	0.6591851577764752	Down
Zfp781	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Catsperz	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Nrbf2	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Gm13841	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Chpf2	0.24640000000000004	0.2275	0.018900000000000028	42.0	22	0.2874525	0.6591851577764752	Down
Lrrc75b	0.1824	0.16933333333333334	0.013066666666666671	29.5	12	0.2832445	0.6591851577764752	Down
Gm7389	0.2304	0.21333333333333335	0.017066666666666647	22.5	18	0.2835405	0.6591851577764752	Up
Mnd1	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Usp21	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Rnf5	0.1824	0.16933333333333334	0.013066666666666671	22.5	38	0.2829655	0.6591851577764752	Down
Rnf6	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
Fah	0.1824	0.16933333333333334	0.013066666666666671	29.5	12	0.2832445	0.6591851577764752	Down
Vamp8	0.24	0.22174688057041	0.018253119429589987	30.5	20	0.2823565	0.6591851577764752	Up
Rpl17-ps5	0.1344	0.12491228070175438	0.009487719298245614	35.0	8	0.2891865	0.6591851577764752	Up
Ifi203	0.2244	0.20733333333333334	0.017066666666666647	22.5	17	0.2852405	0.6591851577764752	Down
AC121298.1	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Rpl31-ps13	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Ciita	0.1344	0.12491228070175438	0.009487719298245614	18.5	8	0.2891865	0.6591851577764752	Down
Rpp14	0.2304	0.21350000000000002	0.01689999999999997	36.5	32	0.2898625	0.6591851577764752	Up
Gapdh-ps15	0.12040000000000001	0.11040000000000001	0.009999999999999995	25.5	7	0.28772949999999997	0.6591851577764752	Up
Tmem200a	0.2304	0.213446519524618	0.016953480475382005	21.0	18	0.2897735	0.6591851577764752	Down
A630010A05Rik	0.24840000000000004	0.23008210180623975	0.018317898193760285	23.5	23	0.28569449999999996	0.6591851577764752	Down
Rnf146	0.24840000000000004	0.23008210180623975	0.018317898193760285	23.5	23	0.28569449999999996	0.6591851577764752	Down
Ube2f	0.1824	0.16933333333333334	0.013066666666666671	22.5	38	0.2829655	0.6591851577764752	Down
Sptb	0.2304	0.21350000000000002	0.01689999999999997	36.5	32	0.2898625	0.6591851577764752	Up
Fnip1	0.2244	0.20733333333333334	0.017066666666666647	29.5	33	0.28574350000000004	0.6591851577764752	Down
Carmil1	0.2304	0.21350000000000002	0.01689999999999997	36.5	32	0.2898625	0.6591851577764752	Up
Lmbr1	0.2356	0.21799660441426144	0.017603395585738563	21.0	31	0.2847495	0.6591851577764752	Down
